galname,free_nopsf,free_psf,fixed_nopsf,fixed_psf
VFID2882-UGC06271,0.0,1.0,0.0,0.0
VFID2885-NGC5089,0.0,0.0,0.0,0.0
VFID2893-UGC04559,0.0,1.0,0.0,0.0
VFID2901-NGC5798,0.0,0.0,0.0,0.0
VFID2911-NGC4314,0.0,0.0,0.0,0.0
VFID2914-UGC07017,0.0,1.0,0.0,0.0
VFID2915-UGC03777,0.0,0.0,0.0,0.0
VFID2917-UGC07012,0.0,0.0,0.0,0.0
VFID2935-NGC4274,0.0,1.0,0.0,1.0
VFID2937-NGC4245,0.0,1.0,0.0,1.0
VFID2944-NGC2893,0.0,1.0,0.0,1.0
VFID2945-NGC2604,0.0,0.0,0.0,0.0
VFID2947-NGC3687,0.0,0.0,0.0,0.0
VFID2950-NGC3254,0.0,0.0,0.0,0.0
VFID2966-IC2429,0.0,0.0,0.0,1.0
VFID2968-NGC4278,0.0,0.0,0.0,0.0
VFID2970-NGC3032,0.0,0.0,0.0,0.0
VFID2975-NGC4310,0.0,0.0,0.0,0.0
VFID2977-NGC5375,0.0,0.0,0.0,0.0
VFID2994-NGC3486,0.0,0.0,0.0,0.0
VFID2997-NGC4793,0.0,0.0,0.0,0.0
VFID3006-NGC3265,0.0,0.0,0.0,0.0
VFID3020-NGC5958,0.0,0.0,0.0,0.0
VFID3023-VV279b,0.0,1.0,0.0,1.0
VFID3025-NGC4448,0.0,0.0,0.0,0.0
VFID3029-NGC3380,0.0,0.0,0.0,0.0
VFID3039-NGC3277,0.0,0.0,0.0,0.0
VFID3040-NGC3245,0.0,1.0,0.0,1.0
VFID3066-IC0777,0.0,0.0,0.0,0.0
VFID3073-NGC4251,0.0,0.0,0.0,0.0
VFID3082-IC4582,0.0,0.0,0.0,0.0
VFID3087-NGC3512,0.0,0.0,0.0,0.0
VFID3095-NGC3414,0.0,0.0,0.0,0.0
VFID3096-NGC3504,0.0,1.0,0.0,1.0
VFID3099-IC2430,0.0,0.0,0.0,0.0
VFID3106-IC2361,0.0,0.0,0.0,0.0
VFID3119-NGC4961,0.0,0.0,0.0,0.0
VFID3132-NGC4275,0.0,0.0,0.0,0.0
VFID3159-NGC3451,0.0,0.0,0.0,0.0
VFID3160-IC2520,0.0,0.0,0.0,0.0
VFID3167-NGC4670,0.0,0.0,0.0,0.0
VFID3172-NGC3900,0.0,0.0,0.0,1.0
VFID3175-NGC4080,0.0,0.0,0.0,0.0
VFID3176-NGC5116,0.0,0.0,0.0,0.0
VFID3177-NGC3629,0.0,0.0,0.0,0.0
VFID3188-KUG1309+269,0.0,0.0,0.0,0.0
VFID3198-UGCA298,0.0,1.0,0.0,1.0
VFID3203-NGC3899,0.0,0.0,0.0,0.0
VFID3216-NGC2824,0.0,0.0,0.0,0.0
VFID3237-NGC4565,1.0,1.0,0.0,0.0
VFID3244-NGC2735,0.0,0.0,0.0,0.0
VFID3252-UGC10999,0.0,0.0,0.0,0.0
VFID3258-NGC4494,0.0,1.0,0.0,1.0
VFID3262-UGC06593,0.0,0.0,0.0,1.0
VFID3272-NGC3689,0.0,0.0,0.0,0.0
VFID3287-UGC10721,0.0,0.0,0.0,0.0
VFID3289-NGC4725,0.0,1.0,0.0,1.0
VFID3295-NGC2750,0.0,1.0,0.0,1.0
VFID3299-IC2450,0.0,0.0,0.0,0.0
VFID3303-UGC05588,0.0,0.0,0.0,0.0
VFID3306-NGC2753,0.0,0.0,0.0,0.0
VFID3309-NGC5523,0.0,0.0,0.0,0.0
VFID3328-IC0508,0.0,0.0,0.0,0.0
VFID3337-UGC07143,0.0,0.0,0.0,0.0
VFID3339-NGC2743,0.0,0.0,0.0,0.0
VFID3346-NGC3344,0.0,0.0,0.0,0.0
VFID3389-NGC4162,0.0,0.0,0.0,0.0
VFID3391-NGC5016,0.0,0.0,0.0,0.0
VFID3392-NGC3701,0.0,0.0,0.0,0.0
VFID3414-NGC2480,0.0,1.0,0.0,1.0
VFID3430-NGC2357,0.0,0.0,0.0,0.0
VFID3443-CGCG142-002,0.0,0.0,0.0,0.0
VFID3458-WISEAJ144845.10+225927.2,0.0,0.0,0.0,0.0
VFID3459-NGC6267,0.0,0.0,0.0,0.0
VFID3462-NGC3437,0.0,0.0,0.0,0.0
VFID3466-NGC5012,0.0,0.0,0.0,0.0
VFID3480-NGC3162,0.0,0.0,0.0,0.0
VFID3492-UGC04375,0.0,0.0,0.0,0.0
VFID3503-NGC2577,0.0,1.0,0.0,1.0
VFID3536-NGC2738,0.0,0.0,0.0,0.0
VFID3548-NGC3301,0.0,0.0,0.0,1.0
VFID3554-NGC3190:WLQ2016X0001,0.0,1.0,0.0,1.0
VFID3564-NGC3185,0.0,1.0,0.0,1.0
VFID3566-UGC06176,0.0,1.0,0.0,1.0
VFID3567-NGC3287,0.0,0.0,0.0,0.0
VFID3577-NGC6186,0.0,0.0,0.0,0.0
VFID3581-NGC2903,0.0,0.0,0.0,0.0
VFID3584-NGC2764,0.0,0.0,0.0,0.0
VFID3615-NGC3177,0.0,0.0,0.0,0.0
VFID3621-IC0851,0.0,0.0,0.0,0.0
VFID3660-UGC10020,0.0,0.0,0.0,0.0
VFID3667-UGC05833,0.0,1.0,0.0,1.0
VFID3675-IC0610,0.0,1.0,0.0,0.0
VFID3678-NGC6168,0.0,0.0,0.0,0.0
VFID3681-NGC4158,0.0,0.0,0.0,0.0
VFID3690-NGC4032,0.0,0.0,0.0,0.0
VFID3701-UGC08516,0.0,0.0,0.0,0.0
VFID3711-NGC3227,0.0,1.0,0.0,1.0
VFID3726-NGC3213,0.0,0.0,0.0,0.0
VFID3728-NGC5492,0.0,0.0,0.0,0.0
VFID3750-NGC4336,0.0,0.0,0.0,0.0
VFID3753-UGC05023,0.0,0.0,0.0,1.0
VFID3771-UGC05403,0.0,1.0,0.0,1.0
VFID3782-UGC06320,0.0,0.0,0.0,0.0
VFID3783-NGC3827,0.0,0.0,0.0,0.0
VFID3787-MCG+03-29-027,0.0,0.0,0.0,0.0
VFID3797-UGC05467,0.0,0.0,0.0,0.0
VFID3810-NGC6548,0.0,0.0,0.0,0.0
VFID3813-ARK531,0.0,0.0,0.0,0.0
VFID3823-NGC4064,0.0,0.0,0.0,0.0
VFID3833-NGC3626,0.0,0.0,0.0,0.0
VFID3836-NGC6500,0.0,0.0,0.0,0.0
VFID3864-NGC6430,0.0,0.0,0.0,0.0
VFID3866-NGC3507,0.0,0.0,0.0,0.0
VFID3870-NGC3599,0.0,1.0,0.0,1.0
VFID3872-NGC3607,0.0,0.0,0.0,0.0
VFID3879-NGC3501,0.0,1.0,0.0,0.0
VFID3887-NGC5996,0.0,0.0,0.0,1.0
VFID3894-NGC3659,0.0,0.0,0.0,0.0
VFID3900-UGC06296,0.0,0.0,0.0,0.0
VFID3905-MRK0886,0.0,1.0,0.0,1.0
VFID3915-IC1135,0.0,0.0,0.0,0.0
VFID3932-NGC4344,0.0,0.0,0.0,0.0
VFID3933-NGC6467,0.0,0.0,0.0,0.0
VFID3948-IC1151,0.0,0.0,0.0,0.0
VFID3960-NGC3455,0.0,1.0,0.0,1.0
VFID3961-NGC3370,0.0,0.0,0.0,0.0
VFID3964-NGC3592,0.0,0.0,0.0,0.0
VFID3969-NGC3686,0.0,0.0,0.0,0.0
VFID3982-NGC4450,0.0,0.0,0.0,0.0
VFID3983-NGC3684,0.0,0.0,0.0,0.0
VFID3987-MRK0745,0.0,1.0,0.0,1.0
VFID3988-NGC3691,0.0,1.0,0.0,0.0
VFID3991-CGCG087-006,0.0,1.0,0.0,0.0
VFID3996-NGC3681,0.0,0.0,0.0,0.0
VFID3997-NGC4498,0.0,0.0,0.0,0.0
VFID4017-NGC4350,0.0,1.0,0.0,1.0
VFID4020-NGC3041,0.0,0.0,0.0,0.0
VFID4025-UGC10086,0.0,0.0,0.0,0.0
VFID4029-NGC5962,0.0,0.0,0.0,0.0
VFID4032-NGC3655,0.0,0.0,0.0,0.0
VFID4049-NGC4383,0.0,0.0,0.0,0.0
VFID4058-IC0796,0.0,0.0,0.0,0.0
VFID4059-NGC6389,0.0,0.0,0.0,0.0
VFID4060-NGC4651,0.0,0.0,0.0,0.0
VFID4082-NGC4405,0.0,0.0,0.0,0.0
VFID4090-KUG1408+163,0.0,0.0,0.0,0.0
VFID4095-KUG1201+163,0.0,0.0,0.0,0.0
VFID4097-NGC4152,0.0,0.0,0.0,0.0
VFID4102-UGC06666,0.0,0.0,0.0,0.0
VFID4106-UGC06653,0.0,1.0,0.0,1.0
VFID4118-NGC4758,0.0,0.0,0.0,0.0
VFID4120-CGCG102-075,0.0,1.0,0.0,0.0
VFID4122-MESSIER100,0.0,1.0,0.0,1.0
VFID4129-NGC3094,0.0,0.0,0.0,0.0
VFID4138-NGC4396,0.0,0.0,0.0,0.0
VFID4146-NGC4540,0.0,0.0,0.0,0.0
VFID4147-NGC4312,0.0,0.0,0.0,0.0
VFID4167-IC0800,0.0,0.0,0.0,0.0
VFID4168-NGC3800,0.0,0.0,0.0,0.0
VFID4171-NGC4237,0.0,0.0,0.0,0.0
VFID4173-NGC4595,0.0,0.0,0.0,0.0
VFID4182-NGC5953,0.0,0.0,0.0,0.0
VFID4186-NGC4710,0.0,0.0,0.0,0.0
VFID4191-IC0797,0.0,0.0,0.0,0.0
VFID4194-UGC09206,0.0,0.0,0.0,0.0
VFID4197-NGC4419,0.0,0.0,0.0,0.0
VFID4204-NGC5951,0.0,0.0,0.0,0.0
VFID4206-IC3392,0.0,0.0,0.0,0.0
VFID4214-IC3806,0.0,1.0,0.0,0.0
VFID4215-MESSIER098,0.0,1.0,0.0,1.0
VFID4216-NGC4262,0.0,0.0,0.0,0.0
VFID4223-NGC3485,0.0,0.0,0.0,0.0
VFID4229-NGC3596,0.0,0.0,0.0,0.0
VFID4237-NGC4377,0.0,1.0,0.0,1.0
VFID4242-UGC10985,0.0,0.0,0.0,0.0
VFID4253-NGC5600,0.0,0.0,0.0,0.0
VFID4257-NGC6012,0.0,0.0,0.0,0.0
VFID4272-MESSIER091,0.0,0.0,0.0,0.0
VFID4286-MESSIER099,0.0,0.0,0.0,0.0
VFID4302-NGC2648,0.0,0.0,0.0,0.0
VFID4303-KUG1421+145,0.0,0.0,0.0,0.0
VFID4307-NGC5984,0.0,0.0,0.0,0.0
VFID4310-NGC4571,0.0,0.0,0.0,0.0
VFID4315-NGC4866,0.0,0.0,0.0,0.0
VFID4316-UGC10864,0.0,1.0,0.0,1.0
VFID4325-NGC4019,0.0,0.0,0.0,0.0
VFID4334-IC3476,0.0,0.0,0.0,0.0
VFID4338-IC3061,0.0,0.0,0.0,0.0
VFID4340-NGC3419A,0.0,1.0,0.0,0.0
VFID4345-NGC4459,0.0,1.0,0.0,1.0
VFID4351-NGC3419,0.0,1.0,0.0,1.0
VFID4354-NGC5587,0.0,0.0,0.0,0.0
VFID4357-NGC4208,0.0,0.0,0.0,0.0
VFID4358-NGC3489,0.0,0.0,0.0,0.0
VFID4385-NGC3872,0.0,1.0,0.0,1.0
VFID4386-NGC4689,0.0,0.0,0.0,0.0
VFID4387-UGC05739,0.0,0.0,0.0,0.0
VFID4389-NGC3367,0.0,0.0,0.0,0.0
VFID4391-NGC3338,0.0,0.0,0.0,0.0
VFID4397-UGC05760,0.0,0.0,0.0,0.0
VFID4401-UGC06758,0.0,0.0,0.0,0.0
VFID4408-NGC4477,0.0,0.0,0.0,0.0
VFID4418-NGC3628,0.0,1.0,0.0,0.0
VFID4448-NGC4473,0.0,0.0,0.0,0.0
VFID4449-NGC4189,0.0,0.0,0.0,0.0
VFID4453-NGC3412,0.0,1.0,0.0,1.0
VFID4454-NGC4037,0.0,1.0,0.0,1.0
VFID4477-NGC4639,0.0,0.0,0.0,0.0
VFID4483-UGC08032,0.0,1.0,0.0,0.0
VFID4497-NGC4461,0.0,0.0,0.0,0.0
VFID4500-NGC4193,0.0,0.0,0.0,0.0
VFID4503-MESSIER090,0.0,0.0,0.0,0.0
VFID4508-NGC4216,0.0,1.0,0.0,1.0
VFID4511-NGC4654,0.0,0.0,0.0,0.0
VFID4517-NGC4584,0.0,0.0,0.0,0.0
VFID4523-MESSIER065,0.0,1.0,0.0,0.0
VFID4524-UGC04550,0.0,0.0,0.0,0.0
VFID4527-NGC4531,0.0,0.0,0.0,0.0
VFID4547-NGC4438,0.0,1.0,0.0,1.0
VFID4552-MESSIER066,0.0,0.0,0.0,0.0
VFID4560-CGCG064-055,0.0,1.0,0.0,1.0
VFID4584-MESSIER084,0.0,0.0,0.0,0.0
VFID4603-NGC3593,0.0,0.0,0.0,0.0
VFID4605-NGC3020,0.0,0.0,0.0,0.0
VFID4609-NGC4267,0.0,1.0,0.0,1.0
VFID4618-NGC3024,0.0,0.0,0.0,0.0
VFID4642-NGC3153,0.0,0.0,0.0,0.0
VFID4649-NGC3306,0.0,0.0,0.0,0.0
VFID4660-NGC3384,0.0,0.0,0.0,0.0
VFID4670-UGC09919,0.0,0.0,0.0,0.0
VFID4671-NGC5020,0.0,1.0,0.0,1.0
VFID4688-MESSIER089,0.0,0.0,0.0,0.0
VFID4737-MESSIER087,0.0,0.0,0.0,0.0
VFID4765-IC0677,0.0,0.0,0.0,0.0
VFID4772-IC0591,0.0,0.0,0.0,0.0
VFID4790-NGC4550,0.0,1.0,0.0,0.0
VFID4792-NGC4351,0.0,0.0,0.0,0.0
VFID4796-NGC5970,0.0,0.0,0.0,0.0
VFID4818-NGC3773,0.0,0.0,0.0,0.0
VFID4824-NGC4746,0.0,0.0,0.0,0.0
VFID4830-UGC06169,0.0,0.0,0.0,0.0
VFID4833-NGC4641,0.0,0.0,0.0,0.0
VFID4835-NGC5957,0.0,0.0,0.0,0.0
VFID4842-IC3063,0.0,0.0,0.0,1.0
VFID4843-NGC3559,0.0,0.0,0.0,0.0
VFID4869-NGC4607,0.0,0.0,0.0,0.0
VFID4876-MESSIER096,0.0,0.0,0.0,1.0
VFID4877-MESSIER058,0.0,1.0,0.0,1.0
VFID4881-NGC4313,0.0,0.0,0.0,0.0
VFID4894-NGC5956,0.0,0.0,0.0,0.0
VFID4896-UGC05642,0.0,0.0,0.0,0.0
VFID4901-NGC4371,0.0,0.0,0.0,0.0
VFID4902-MESSIER095,0.0,1.0,0.0,0.0
VFID4913-MESSIER059,0.0,1.0,0.0,0.0
VFID4922-UGC09356,0.0,0.0,0.0,0.0
VFID4928-MESSIER060,0.0,0.0,0.0,0.0
VFID4932-NGC4294,0.0,0.0,0.0,0.0
VFID4933-NGC4299,0.0,0.0,0.0,0.0
VFID4939-NGC4491,0.0,1.0,0.0,1.0
VFID4940-NGC3810,0.0,0.0,0.0,0.0
VFID4945-NGC4638,1.0,1.0,0.0,1.0
VFID4947-NGC4564,0.0,0.0,0.0,0.0
VFID4960-NGC4330,0.0,1.0,0.0,0.0
VFID4965-NGC3666,0.0,0.0,0.0,0.0
VFID4978-NGC4568,0.0,0.0,0.0,0.0
VFID4980-NGC4762,0.0,1.0,0.0,1.0
VFID4986-NGC3279,0.0,1.0,0.0,0.0
VFID4988-NGC4660,0.0,0.0,0.0,0.0
VFID4991-NGC4503,0.0,0.0,0.0,0.0
VFID4995-NGC4429,0.0,0.0,0.0,0.0
VFID4999-NGC2725,0.0,0.0,0.0,0.0
VFID5015-NGC4694,0.0,0.0,0.0,0.0
VFID5028-NGC4178,0.0,0.0,0.0,0.0
VFID5029-NGC4067,0.0,0.0,0.0,0.0
VFID5034-NGC3869,0.0,1.0,0.0,1.0
VFID5046-NGC3547,0.0,0.0,0.0,0.0
VFID5073-CGCG079-085,0.0,0.0,0.0,0.0
VFID5076-NGC5666,0.0,0.0,0.0,0.0
VFID5091-NGC4119,0.0,0.0,0.0,0.0
VFID5098-NGC2919,0.0,0.0,0.0,0.0
VFID5114-NGC4596,0.0,1.0,0.0,1.0
VFID5119-NGC2911,0.0,1.0,0.0,1.0
VFID5140-UGC05093,0.0,0.0,0.0,0.0
VFID5141-NGC4380,0.0,0.0,0.0,0.0
VFID5151-WISEAJ094419.43+095904.7,0.0,1.0,0.0,1.0
VFID5170-NGC5669,0.0,0.0,0.0,0.0
VFID5178-NGC4442,0.0,0.0,0.0,0.0
VFID5192-NGC4779,0.0,1.0,0.0,1.0
VFID5210-NGC4207,0.0,0.0,0.0,0.0
VFID5212-NGC4417,0.0,0.0,0.0,0.0
VFID5216-IC1205,0.0,0.0,0.0,0.0
VFID5226-NGC2913,0.0,0.0,0.0,0.0
VFID5228-UGC05189,0.0,1.0,0.0,1.0
VFID5235-NGC4445,0.0,0.0,0.0,0.0
VFID5238-NGC4424,0.0,0.0,0.0,1.0
VFID5239-NGC3692,0.0,0.0,0.0,0.0
VFID5252-NGC4316,0.0,0.0,0.0,0.0
VFID5257-NGC3049,0.0,1.0,0.0,1.0
VFID5260-NGC4451,0.0,0.0,0.0,0.0
VFID5273-NGC4522,0.0,0.0,0.0,0.0
VFID5275-UGCA284,0.0,0.0,0.0,1.0
VFID5279-NGC3876,0.0,0.0,0.0,0.0
VFID5289-IC0676,0.0,0.0,0.0,0.0
VFID5292-NGC4307,0.0,0.0,0.0,0.0
VFID5295-IC0719,0.0,0.0,0.0,0.0
VFID5308-NGC5248,0.0,0.0,0.0,0.0
VFID5326-NGC4469,0.0,0.0,0.0,0.0
VFID5340-NGC4519,0.0,1.0,0.0,1.0
VFID5355-NGC4356,0.0,1.0,0.0,0.0
VFID5360-NGC4698,0.0,0.0,0.0,0.0
VFID5368-NGC2906,0.0,0.0,0.0,0.0
VFID5383-NGC2731,0.0,0.0,0.0,0.0
VFID5395-NGC4535,0.0,0.0,0.0,0.0
VFID5413-NGC5665,0.0,0.0,0.0,0.0
VFID5432-MESSIER049,0.0,0.0,0.0,0.0
VFID5435-UGC10743,0.0,0.0,0.0,0.0
VFID5441-NGC2882,0.0,0.0,0.0,0.0
VFID5446-NGC4416,0.0,0.0,0.0,0.0
VFID5451-IC0540,0.0,1.0,0.0,0.0
VFID5491-NGC4526,0.0,0.0,0.0,0.0
VFID5505-NGC4233,0.0,0.0,0.0,1.0
VFID5511-IC3322,0.0,1.0,0.0,0.0
VFID5520-NGC4224,0.0,0.0,0.0,0.0
VFID5528-NGC6106,0.0,0.0,0.0,0.0
VFID5536-NGC4365,0.0,0.0,0.0,0.0
VFID5541-NGC5645,0.0,0.0,0.0,0.0
VFID5546-NGC4570,0.0,0.0,0.0,0.0
VFID5549-IC3322A,0.0,1.0,0.0,0.0
VFID5551-NGC2777,0.0,0.0,0.0,0.0
VFID5556-NGC4235,0.0,1.0,0.0,1.0
VFID5563-IC3521,0.0,1.0,0.0,0.0
VFID5565-NGC4309,0.0,1.0,0.0,1.0
VFID5579-CGCG051-021,0.0,1.0,0.0,1.0
VFID5590-NGC4180,0.0,0.0,0.0,0.0
VFID5591-NGC2775,0.0,0.0,0.0,0.0
VFID5599-NGC4343,0.0,0.0,0.0,0.0
VFID5603-IC3591,0.0,1.0,0.0,1.0
VFID5606-UGC06233,0.0,0.0,0.0,0.0
VFID5654-IC3268,0.0,0.0,0.0,0.0
VFID5669-NGC4532,0.0,0.0,0.0,0.0
VFID5693-NGC4430,0.0,0.0,0.0,0.0
VFID5695-NGC5661,0.0,0.0,0.0,0.0
VFID5726-NGC5470,0.0,1.0,0.0,0.0
VFID5730-NGC4577,0.0,0.0,0.0,0.0
VFID5736-NGC6017,0.0,1.0,0.0,1.0
VFID5742-NGC5964,0.0,0.0,0.0,0.0
VFID5750-NGC6014,0.0,1.0,0.0,1.0
VFID5766-NGC3423,0.0,0.0,0.0,0.0
VFID5768-NGC4261,0.0,1.0,0.0,1.0
VFID5776-NGC4197,0.0,0.0,0.0,0.0
VFID5788-NGC4376,0.0,0.0,0.0,0.0
VFID5795-NGC2990,0.0,0.0,0.0,0.0
VFID5804-NGC4287,0.0,0.0,0.0,0.0
VFID5811-NGC2504,0.0,0.0,0.0,0.0
VFID5820-NGC4266,0.0,1.0,0.0,0.0
VFID5846-NGC4281,0.0,0.0,0.0,0.0
VFID5851-NGC4580,0.0,0.0,0.0,0.0
VFID5852-NGC5701,0.0,1.0,0.0,1.0
VFID5856-NGC4273,0.0,0.0,0.0,0.0
VFID5859-NGC5356,0.0,0.0,0.0,0.0
VFID5863-NGC4713,0.0,0.0,0.0,0.0
VFID5868-NGC5363,0.0,0.0,0.0,0.0
VFID5869-NGC4324,0.0,0.0,0.0,0.0
VFID5874-NGC5338,0.0,0.0,0.0,0.0
VFID5894-UGC07422,0.0,1.0,0.0,1.0
VFID5897-NGC5921,0.0,0.0,0.0,0.0
VFID5906-NGC5364,0.0,0.0,0.0,0.0
VFID5911-NGC2644,0.0,0.0,0.0,0.0
VFID5918-NGC4378,0.0,1.0,0.0,1.0
VFID5922-IC1048,0.0,0.0,0.0,0.0
VFID5947-NGC2966,0.0,1.0,0.0,1.0
VFID5967-NGC3604,0.0,0.0,0.0,0.0
VFID5979-NGC4765,0.0,0.0,0.0,0.0
VFID5981-NGC5668,0.0,0.0,0.0,0.0
VFID5998-NGC4586,0.0,0.0,0.0,0.0
VFID6005-NGC4808,0.0,0.0,0.0,0.0
VFID6006-NGC3055,0.0,0.0,0.0,1.0
VFID6009-NGC4480,0.0,0.0,0.0,0.0
VFID6040-NGC4412,0.0,0.0,0.0,0.0
VFID6041-NGC4630,0.0,0.0,0.0,0.0
VFID6045-NGC5300,0.0,0.0,0.0,0.0
VFID6048-NGC4496A,0.0,1.0,0.0,0.0
VFID6050-NGC5566,0.0,0.0,0.0,0.0
VFID6055-UGC07354,0.0,1.0,0.0,1.0
VFID6073-NGC4289,0.0,1.0,0.0,0.0
VFID6077-NGC4234,0.0,0.0,0.0,0.0
VFID6086-NGC3495,0.0,0.0,0.0,0.0
VFID6091-NGC3633,0.0,0.0,0.0,1.0
VFID6095-NGC4457,0.0,0.0,0.0,0.0
VFID6098-NGC5775,0.0,1.0,0.0,0.0
VFID6108-NGC5577,0.0,0.0,0.0,0.0
VFID6115-NGC5692,0.0,0.0,0.0,0.0
VFID6120-NGC4701,0.0,0.0,0.0,0.0
VFID6123-UGC05376,0.0,0.0,0.0,0.0
VFID6132-IC1066,0.0,0.0,0.0,0.0
VFID6137-NGC5576,0.0,0.0,0.0,0.0
VFID6142-NGC3640,0.0,0.0,0.0,0.0
VFID6143-NGC5638,0.0,1.0,0.0,0.0
VFID6150-IC2327,0.0,0.0,0.0,0.0
VFID6154-NGC3156,0.0,0.0,0.0,0.0
VFID6164-NGC4665,0.0,0.0,0.0,0.0
VFID6169-NGC4544,0.0,0.0,0.0,0.0
VFID6174-IC1024,0.0,0.0,0.0,1.0
VFID6194-CGCG052-015,0.0,1.0,0.0,1.0
VFID6196-NGC4799,0.0,0.0,0.0,0.0
VFID6199-NGC4123,0.0,1.0,0.0,1.0
VFID6202-UGC07982,0.0,1.0,0.0,0.0
VFID6221-NGC4116,0.0,0.0,0.0,0.0
VFID6225-NGC4636,0.0,1.0,0.0,1.0
VFID6233-NGC4527,0.0,0.0,0.0,0.0
VFID6263-NGC4900,0.0,0.0,0.0,0.0
VFID6264-NGC4409,0.0,0.0,0.0,0.0
VFID6282-VCC0513,0.0,0.0,0.0,0.0
VFID6289-NGC5690,0.0,0.0,0.0,0.0
VFID6303-NGC4536,0.0,1.0,0.0,1.0
VFID6305-NGC5725,0.0,0.0,0.0,0.0
VFID6310-NGC4772,0.0,0.0,0.0,0.0
VFID6324-NGC5838,0.0,1.0,0.0,1.0
VFID6334-UGC08105,0.0,1.0,0.0,1.0
VFID6352-NGC4643,0.0,1.0,0.0,1.0
VFID6354-NGC4045,0.0,0.0,0.0,1.0
VFID6357-NGC5746,0.0,1.0,0.0,0.0
VFID6359-UGC09746,0.0,0.0,0.0,0.0
VFID6369-NGC5806,0.0,0.0,0.0,0.0
VFID6375-UGC08521,0.0,0.0,0.0,0.0
VFID6379-UGC09661,0.0,0.0,0.0,0.0
VFID6387-NGC3365,0.0,0.0,0.0,0.0
VFID6397-UGC09215,0.0,0.0,0.0,0.0
VFID6406-NGC5813,0.0,1.0,0.0,1.0
VFID6411-NGC5740,0.0,0.0,0.0,0.0
VFID6416-UGC05228,0.0,0.0,0.0,0.0
VFID6420-CGCG021-013,0.0,0.0,0.0,0.0
VFID6428-NGC5811,0.0,0.0,0.0,0.0
VFID6438-NGC5846,0.0,0.0,0.0,1.0
VFID6447-NGC3044,0.0,0.0,0.0,0.0
VFID6448-NGC4845,0.0,1.0,0.0,1.0
VFID6454-NGC5850,0.0,1.0,0.0,1.0
VFID6470-NGC4581,0.0,1.0,0.0,1.0
VFID6492-NGC4179,0.0,0.0,0.0,0.0
VFID6497-NGC4771,0.0,0.0,0.0,0.0
VFID6503-NGC5831,0.0,0.0,0.0,0.0
VFID6567-UGC09977,0.0,1.0,0.0,0.0
VFID6581-NGC3023,0.0,0.0,0.0,0.0
VFID6589-NGC4385,0.0,1.0,0.0,1.0
VFID6619-NGC2967,0.0,0.0,0.0,0.0
VFID6620-UGC09348,0.0,1.0,0.0,0.0
VFID6633-IC0745,0.0,1.0,0.0,1.0
VFID6636-NGC4517,0.0,1.0,0.0,0.0
VFID6650-WISEAJ122958.90+000137.8,0.0,1.0,0.0,1.0
VFID6660-NGC4904,0.0,0.0,0.0,0.0
VFID6662-NGC3521,0.0,0.0,0.0,0.0
VFID6664-NGC4632,0.0,0.0,0.0,0.0
VFID6684-NGC5750,0.0,0.0,0.0,0.0
VFID6690-NGC5713,0.0,0.0,0.0,0.0
VFID6694-NGC5719,0.0,0.0,0.0,0.0
VFID6705-NGC5584,0.0,0.0,0.0,0.0
VFID6706-NGC5691,0.0,0.0,0.0,0.0
VFID6717-NGC4666,0.0,0.0,0.0,0.0
VFID6725-NGC4592,0.0,0.0,0.0,0.0
VFID6729-NGC4653,0.0,0.0,0.0,0.0
VFID6735-CGCG007-025,0.0,1.0,0.0,1.0
VFID6736-NGC4642,0.0,0.0,0.0,0.0
VFID6759-NGC4355,0.0,0.0,0.0,1.0
VFID6762-UGC06402,0.0,0.0,0.0,0.0
VFID6773-NGC5792,0.0,1.0,0.0,1.0
VFID6776-NGC4030,0.0,0.0,0.0,0.0
VFID6780-NGC5496,0.0,0.0,0.0,0.0
VFID6787-UGC07883,0.0,0.0,0.0,0.0
